"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	010","Department of the Interior",010-000000278,010-000000278,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - BORWORKS (BOR Water Operations and Record Keeping System)","BORWORKS is a software system that allows Mid Pacific Region input to track water quantity and rates applied. This system replaced Ingres WORKS.","538 - Program / Project Management",0.361207,0.5004,0.5058,0.100007,0,0.0253,0,0.0256,0,0.0256,0.2612,0,0.4751,0,0.4802,0,0.4802,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000290,010-000000290,"00 - Agency Investments",,N/A,"03 - Human Resources","	10","Bureau of Reclamation","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - E-TAS (Time and Attendance Automated System)","E-TAS provides automated, secure support to enter & validate time/attendance (T&A) data & transmit it electronically to Federal Payroll & Personnel System (FPPS) for payroll processing. E-TAS is aligned with the HR LOB initiative.","613 - Time Reporting",0.195128,0.594714,0.610898,0,0,0,0,0,0,0,0.195128,0,0.594714,0,0.610898,0,0.610898,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000001519,010-000001519,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - eDRAWS (Electronic Drawing Repository and Automated Workflow Solution)","The Electronic Drawing Repository and Automated Workflow Solution (eDRAWS) is a drawing management system used for the creation, revision, workflow, and management of engineering drawings critical to the mission of Reclamation and its business practices.","661 - Document Management and workflow",1.538385,1.606999,1.631692,0.03232,0,0,0,0,0,0,1.506065,0,1.606999,0,1.631692,0,1.631692,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000275,010-000000275,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - BORHMIS (BOR Hydrological and Meteorological Information System)","The Hydrological and Meteorological Information System (BORHMIS) supports water management requirements for near-real time hydrological and meteorological information (data) collection, distribution, translation and storage.","023 - Environmental Monitoring and Forecasting",0.624486,0.531,0.5416,0,0,0,0,0,0,0,0.624486,0,0.531,0,0.5416,0,0.5416,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000279,010-000000279,"00 - Agency Investments",,N/A,"07 - Other","	10","Bureau of Reclamation","02 - Administrative Services and Support Systems","	07","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - CARMA (Capital Asset and Resource Management Application)","BOR-CARMA (Capital Asset and Resource Management Application) is Reclamation's implementation of Facility Maintenance System (FMS). CARMA provides a strategic approach to asset mgmt at dams/power facilities, ensuring reliability & cost effectiveness.","129 - Reporting and Information",1.378532,1.915,1.973003,0.184423,0,0.01,0,0.244,0,0.244,1.194109,0,1.905,0,1.729003,0,1.729003,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000300,010-000000300,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - TSC ICS (Technical Service Center Industrial Control Systems)","TSC ICS is an engineering and electrical analysis support system for Reclamation's Technical Service Center and their activities related to reimbursable services for managing, protecting, and developing water and related resources.","538 - Program / Project Management",0.047228,0.32628,0.332803,0.032005,0,0.310776,0,0.316991,0,0.316991,0.015223,0,0.015504,0,0.015812,0,0.015812,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000276,010-000000276,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - BORSSIS (BOR Safety and Security Information System)","BORSSIS performs a variety of automated functions to help ensure the safety of Reclamation's dams, related facility operations and maintenance activities, as well as, the safety of Reclamation personnel, visitors, and the downstream public.","034 - Key Asset and Critical Infrastructure Protection",0.654193,0.9131,0.921772,0,0,0,0,0,0,0,0.654193,0,0.9131,0,0.921772,0,0.921772,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000292,010-000000292,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)","GCPO-ICS includes the SCADA, the River Bank Monitoring System, and the Electronic Access Control Surveillance System (EACSS) supporting water and power services at the Grand Coulee Dam in WA and Powerplant and Hungry Horse facilities in MT.","019 - Energy Production and Transmission",6.904376,7.949403,6.565025,4.860037,0,4.064685,0,1.775577,0,1.775577,2.044339,0,3.884718,0,4.789448,0,4.789448,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000289,010-000000289,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - CVODSS (Central Valley Operations Decision Support System)","CVODSS is a data management system providing data management, analysis, reporting, and modeling tools to support the analysis, planning, and coordination needs of hydro-power and water resource management decision-makers.","538 - Program / Project Management",0.852085,1.024125,1.052299,0.00738,0,0,0,0,0,0,0.844705,0,1.024125,0,1.052299,0,1.052299,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000301,010-000000301,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - ESAM (Electronic Service Agreement Module)","ESAM provides automated support to Service Provider engineering organization business processes and activities related to reimbursable engineering and analytical services for managing, protecting, and developing water and related resources.","538 - Program / Project Management",0.157353,0.303933,0.311666,0,0,0,0,0,0,0,0.157353,0,0.303933,0,0.311666,0,0.311666,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000294,010-000000294,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	07","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - LCD ICS (Lower Colorado Dams Industrial Control Systems)","LCD ICS has 3 components: HVRSCADA system ctrls delivery of water and electric power facilities at Hoover, Parker and Davis Dams; HWWMS operates and monitors the water supply and waste water systems at Hoover Dam; and Electronic Access Crtl Surveillance.","538 - Program / Project Management",2.124688,3.017301,3.476544,0.327481,0,0.8,0,1.405,0,1.405,1.797207,0,2.217301,0,2.071544,0,2.071544,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000303,010-000000303,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - LC ICS (Lower Colorado Industrial Control Systems)","LC ICS provides for central monitoring and control of processes and support system functions for the Yuma Desalting Plant, Water Quality Improvement Center research facility, and groundwater and salinity management infrastructure in Yuma, Arizona.","538 - Program / Project Management",0.883423,0.660632,0.676753,0.579609,0,0.008765,0,0.009116,0,0.009116,0.303814,0,0.651867,0,0.667637,0,0.667637,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000288,010-000000288,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - CVACS (Central Valley Automated Control System)","CVACS is used to operate water and power facilities of the Central Valley Project, Cachuma Project, Klamath River Basin Project and Lahonton Basin Project. CVACS is a Supervisory Control and Data Acquisition (SCADA) information system.","056 - Water Resource Management",3.464887,3.976706,4.083857,0,0,0,0,0,0,0,3.464887,0,3.976706,0,4.083857,0,4.083857,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001945,010-000001945,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - SIP ICS (Southern Idaho Powerplants Industrial Control Systems)","Reclamation is implementing a new Industrial Control System (ICS) program to address the unique challenges with ICS. To achieve alignment with the future program direction, we are re-aligning Reclamation s current investments that are ICS.","121 - Security Management",0.919659,1.0316,1.0726,0,0,0.325,0,0.364,0,0.364,0.919659,0,0.7066,0,0.7086,0,0.7086,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001946,010-000001946,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - MP ICS (Mid Pacific Region Industrial Control Systems)","Reclamation implemented a new Industrial Control System (ICS) program in FY 2016 to address the unique challenges with ICS.To achieve alignment with the future program direction, we have re-aligned Reclamation's current investments that are ICS.","056 - Water Resource Management",0.795421,1.120848,1.125704,0,0,0,0,0,0,0,0.795421,0,1.120848,0,1.125704,0,1.125704,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000302,010-000000302,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - UC ICS (Upper Colorado Region Industrial Control Systems)","UC ICS provides automated management of control equipment in remote locations for the efficient delivery of water in this Reclamation region while simultaneously meeting other demands such as fish and wildlife needs, flood control, and recreation.","538 - Program / Project Management",0.879868,0.5296,0.4264,0.562292,0,0.0846,0,0.0064,0,0.0064,0.317576,0,0.445,0,0.42,0,0.42,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002285,010-000002285,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - Open Water Data Initiative","Reclamation-wide systems to improve public and private sector access to Reclamation's water and water-related datasets, making Reclamation data more easily found, accessed, and applied to support resource management decisions.","056 - Water Resource Management",0.932408,1.48375,1.201088,0.840908,0,1.28375,0,0.851088,0,0.851088,0.0915,0,0.2,0,0.35,0,0.35,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000287,010-000000287,"00 - Agency Investments",,N/A,"01 - Not Applicable","	10","Bureau of Reclamation","01 - Mission Delivery","	03","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BOR - CRSP ICS (Colorado River Storage Project Industrial Control Systems)","CRSP ICS includes the SCADA that remotely controls generation and water bypass for eight hydroelectric plants with a total of 19 generating units and its associated Electronic Access Control and Surveillance System (EACSS).","019 - Energy Production and Transmission",5.225046,1.070792,0.947292,4.561939,0,0.240803,0,0.240803,0,0.240803,0.663107,0,0.829989,0,0.706489,0,0.706489,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
